City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,tazovsky,67.4667,78.7,19.31,94,100,14.12,RU,1714949594
361,mount pleasant,32.7941,-79.8626,78.31,82,20,12.66,US,1714949594
362,saipan,15.1355,145.701,84.9,70,40,13.8,MP,1714949594
363,tympaki,35.0729,24.7685,64.36,69,11,1.01,GR,1714949594
364,tazacorte,28.629,-17.9293,65.37,77,0,10.36,ES,1714949594
365,klaksvik,62.2266,-6.589,47.32,99,100,1.14,FO,1714949594
366,mana,5.6592,-53.7767,80.19,86,100,10.98,GF,1714949594
367,zakynthos,37.7914,20.8953,61.65,85,0,2.77,GR,1714949595
368,gaspe,48.8334,-64.4819,55.62,22,75,4.61,CA,1714949595
369,pelabuhan klang,3.0,101.4,79.0,87,36,4.65,MY,1714949523
370,kyaikkami,16.08,97.5675,85.6,74,20,6.78,MM,1714949595
371,madera,37.1666,-119.8343,64.44,53,34,12.53,US,1714949595
372,plock,52.5468,19.7064,54.1,92,96,7.38,PL,1714949595
373,battle creek,42.3212,-85.1797,67.53,52,40,5.75,US,1714949101
374,narasannapeta,18.4167,84.05,82.63,89,34,11.45,IN,1714949595
375,kapuskasing,49.4169,-82.4331,55.4,67,75,13.8,CA,1714949348
376,wenshui,28.4506,106.5267,60.22,79,100,2.73,CN,1714949596
377,budva,42.2864,18.84,59.25,94,0,0.0,ME,1714949596
378,kruisfontein,-34.0033,24.7314,63.73,20,31,7.61,ZA,1714949596
379,san andres,12.5847,-81.7006,87.82,66,40,8.05,CO,1714949406
380,falam,22.9167,93.6833,61.41,90,100,4.72,MM,1714949596
381,ati,13.2154,18.3353,88.74,12,1,9.44,TD,1714949596
382,sisimiut,66.9395,-53.6735,21.58,81,82,13.35,GL,1714949597
383,san antonio de pale,-1.4014,5.6325,82.56,84,15,9.6,GQ,1714949597
384,cururupu,-1.8283,-44.8683,74.95,100,98,2.66,BR,1714949597
385,akrehamn,59.2667,5.1833,50.41,93,100,5.75,NO,1714949597
386,jijel,36.8205,5.7667,60.75,82,0,3.44,DZ,1714949597
387,tidjikja,18.5564,-11.4271,90.05,10,0,8.88,MR,1714949597
388,santa vitoria do palmar,-33.5189,-53.3681,66.97,96,81,3.53,BR,1714949536
389,saudarkrokur,65.7461,-19.6394,40.41,72,97,12.88,IS,1714949597
390,cambria,35.5641,-121.0808,67.55,78,4,8.99,US,1714949597
391,laguna,38.421,-121.4238,67.14,38,20,8.05,US,1714949598
392,waitara,-38.925,174.25,64.49,81,29,6.78,NZ,1714949598
393,acapulco de juarez,16.8634,-99.8901,85.82,70,0,13.8,MX,1714949402
394,juneau,58.3019,-134.4197,48.2,93,100,18.41,US,1714949598
395,tumut,-35.3,148.2167,56.71,54,0,2.8,AU,1714949598
396,porto novo,6.4965,2.6036,85.82,82,9,8.16,BJ,1714949598
397,paracuru,-3.41,-39.0306,84.11,92,75,8.37,BR,1714949598
398,al ghayzah,16.2079,52.176,84.52,77,8,9.17,YE,1714949599
399,margate,51.3813,1.3862,54.9,80,86,1.99,GB,1714949196
400,dwarka,22.2394,68.9678,80.92,84,0,11.16,IN,1714949599
401,urucui,-7.2294,-44.5561,84.31,55,93,0.56,BR,1714949599
402,karratha,-20.7377,116.8463,73.04,42,0,10.02,AU,1714949599
403,zhangye,38.9342,100.4517,57.13,17,89,5.77,CN,1714949425
404,muli,2.9167,73.5667,85.01,75,100,13.33,MV,1714949599
405,levuka,50.1834,-105.4011,69.62,44,67,18.57,CA,1714949600
406,ovalle,-30.5983,-71.2003,63.72,41,19,4.29,CL,1714949352
407,konstantinovsk,47.5828,41.0922,42.17,50,0,7.63,RU,1714949600
408,chonchi,-42.6128,-73.8092,42.12,97,99,3.87,CL,1714949600
409,dryden,49.7833,-92.7503,59.29,33,75,8.05,CA,1714949340
410,kailua-kona,19.6406,-155.9956,81.28,80,40,8.05,US,1714949436
411,dongtai,32.8523,120.3095,61.59,89,31,10.02,CN,1714949600
412,natal,-5.795,-35.2094,81.25,89,40,6.91,BR,1714949504
413,dehri,24.8667,84.1833,82.27,26,81,6.22,IN,1714949600
414,mto wa mbu,-3.35,35.85,68.58,96,100,2.91,TZ,1714949601
415,betio village,1.358,172.9211,86.04,72,92,11.95,KI,1714949601
416,redwood falls,44.5394,-95.1169,69.82,37,0,11.5,US,1714949601
417,beyneu,45.3167,55.2,60.91,41,100,15.7,KZ,1714949601
418,agat village,13.3886,144.6585,85.35,76,0,10.36,GU,1714949601
419,floro,61.5996,5.0328,48.24,93,100,3.44,NO,1714949601
420,grand falls-windsor,48.9332,-55.6649,48.94,49,86,3.96,CA,1714949601
421,masuguru,-11.3667,38.4167,71.51,89,80,2.48,TZ,1714949601
422,krasavino,60.9614,46.4814,31.93,95,99,8.72,RU,1714949602
423,ordubad,38.9059,46.0234,57.51,54,100,3.09,AZ,1714949602
424,shitanjing,39.2342,106.3439,55.27,51,0,4.25,CN,1714949602
425,cidreira,-30.1811,-50.2056,70.14,97,35,7.83,BR,1714949602
426,stropkov,49.2021,21.6522,53.42,92,84,3.76,SK,1714949602
427,pedernales,18.0384,-71.744,83.68,70,85,4.38,DO,1714949602
428,el nido,11.1858,119.3956,84.07,75,59,6.08,PH,1714949602
429,orapa,-21.2833,25.3667,64.13,28,0,7.92,BW,1714949602
430,angaur state,6.906,134.13,83.37,69,100,13.73,PW,1714949602
431,kenai,60.5544,-151.2583,50.09,57,100,9.22,US,1714949603
432,mezhdurechenskiy,59.6,65.9333,13.26,97,18,3.74,RU,1714949603
433,tver,56.8619,35.8931,33.3,87,14,4.0,RU,1714949315
434,cockburn town,21.4612,-71.1419,77.9,85,62,20.92,TC,1714949603
435,arno,60.1167,18.6333,40.78,79,100,9.91,SE,1714949603
436,caluula,11.9661,50.7569,86.11,69,42,9.6,SO,1714949603
437,kargasok,59.0556,80.8572,36.97,69,28,10.0,RU,1714949603
438,tsiombe,-25.3,45.4833,65.43,81,2,5.82,MG,1714949604
439,alliance,40.9153,-81.1059,71.2,95,72,7.31,US,1714949512
440,chaltyr,47.2848,39.4823,51.35,58,2,5.88,RU,1714949604
441,mocimboa,-11.3167,40.35,74.84,92,99,9.06,MZ,1714949604
442,metlili chaamba,32.2667,3.6333,81.54,15,0,11.5,DZ,1714949604
443,kavaratti,10.5669,72.642,84.65,70,16,7.38,IN,1714949604
444,qamdo,31.1667,97.2333,34.39,79,42,1.79,CN,1714949604
445,rio preto da eva,-2.6994,-59.6997,76.86,98,99,2.93,BR,1714949331
446,minas,-34.3759,-55.2377,66.04,96,100,3.42,UY,1714949605
447,piat,17.7905,121.478,81.52,74,3,3.29,PH,1714949605
448,roanoke rapids,36.4615,-77.6542,70.68,100,100,0.0,US,1714949605
449,kurumkan,54.3,110.3,48.13,59,29,1.99,RU,1714949605
450,belokurikha,51.9959,84.9896,50.68,96,100,7.45,RU,1714949605
451,kuloy,61.0305,42.4925,31.08,78,83,7.74,RU,1714949605
452,port saint john's,-31.6229,29.5448,69.17,74,1,5.57,ZA,1714949605
453,palasa,18.7667,84.4167,81.7,92,47,10.65,IN,1714949606
454,cosala,24.4125,-106.6908,96.1,14,39,10.09,MX,1714949606
455,achacachi,-16.05,-68.6833,48.02,85,15,9.64,BO,1714949606
456,byron bay,-28.65,153.6167,63.95,89,99,10.67,AU,1714949606
457,aykhal,66.0,111.5,24.04,92,48,6.38,RU,1714949606
458,sira,13.7453,76.9092,80.49,60,1,3.18,IN,1714949606
459,vadso,70.0744,29.7487,29.28,80,75,10.36,NO,1714949606
460,mulanje,-16.0316,35.5,64.31,81,2,2.77,MW,1714949606
461,youhao,47.8667,128.8333,52.47,54,100,7.11,CN,1714949607
462,freetown,8.484,-13.2299,82.11,78,20,11.5,SL,1714949607
463,mo i rana,66.3128,14.1428,43.27,68,6,0.0,NO,1714949607
464,san luis de la loma,17.2706,-100.8939,85.24,56,71,7.85,MX,1714949607
465,as sulaymaniyah,35.5611,45.4375,59.43,67,40,5.75,IQ,1714949607
466,guaimaro,21.05,-77.35,78.28,79,28,14.67,CU,1714949607
467,owen sound,44.5672,-80.9435,53.98,74,14,8.19,CA,1714949607
468,ola,59.5833,151.2833,33.76,82,21,2.17,RU,1714949607
469,hammerfest,70.6634,23.6821,30.65,74,100,8.05,NO,1714949608
470,onega,63.9061,38.1404,22.24,94,19,4.5,RU,1714949608
471,lushnje,40.9419,19.705,58.06,84,0,1.68,AL,1714949608
472,kristiansund,63.1115,7.732,48.25,76,75,1.14,NO,1714949608
473,aquia harbour,38.4626,-77.3889,70.97,92,100,3.44,US,1714949608
474,mogadishu,2.0371,45.3438,80.83,82,100,11.48,SO,1714949608
475,harper,4.375,-7.7169,82.27,81,93,8.25,LR,1714949608
476,pangai,-19.8,-174.35,78.91,89,75,18.41,TO,1714949539
477,tamanrasset,22.785,5.5228,76.91,33,20,11.5,DZ,1714949608
478,pathein,16.7833,94.7333,80.67,83,1,4.83,MM,1714949609
479,sungai penuh,-2.0833,101.3833,66.18,96,58,3.65,ID,1714949609
480,saint-joseph,-21.3667,55.6167,70.18,69,29,9.95,RE,1714949609
481,billund,55.7335,9.1078,49.78,100,100,9.22,DK,1714949609
482,kattivakkam,13.2167,80.3167,88.11,88,0,18.03,IN,1714949609
483,soio,-6.1349,12.3689,78.75,89,44,5.46,AO,1714949609
484,banepa,27.6298,85.5214,62.92,77,40,3.44,NP,1714949609
485,uturoa,-16.7333,-151.4333,82.51,77,50,18.7,PF,1714949609
486,empangeni,-28.762,31.8933,65.14,95,0,3.51,ZA,1714949610
487,mawu,29.5923,107.3139,62.22,84,100,2.33,CN,1714949610
488,jonquiere,48.4165,-71.2488,52.38,92,100,4.61,CA,1714949407
489,midland,31.9974,-102.0779,75.87,68,100,13.8,US,1714949344
490,sinjar,36.3209,41.8754,64.71,44,60,5.82,IQ,1714949610
491,bodaybo,57.8506,114.1933,41.63,86,74,1.63,RU,1714949610
492,laurel,39.0993,-76.8483,70.54,94,100,5.75,US,1714949610
493,west livingston,30.6983,-95.0019,81.01,79,81,1.99,US,1714949610
494,tofol,5.3248,163.0078,83.98,100,75,14.97,FM,1714949611
495,san rafael,-34.6177,-68.3301,55.2,50,0,7.38,AR,1714949403
496,laojunmiao,39.8333,97.7333,55.18,14,100,15.12,CN,1714949611
497,skopin,53.8249,39.5505,36.36,88,5,7.29,RU,1714949611
498,changping,40.2186,116.2197,60.44,49,100,4.0,CN,1714949533
499,zbaszyn,52.2509,15.9252,52.45,90,66,6.78,PL,1714949611
500,shingu,33.7333,135.9833,66.54,85,100,5.37,JP,1714949611
501,christchurch,-43.5333,172.6333,54.41,90,40,4.61,NZ,1714949612
502,yeed,4.55,43.0333,78.35,81,100,10.69,SO,1714949612
503,keetmanshoop,-26.5833,18.1333,68.92,26,0,9.22,NA,1714949612
504,itoman,26.1247,127.6694,80.62,91,40,19.57,JP,1714949612
505,sao jose da coroa grande,-8.8978,-35.1478,79.84,84,56,10.76,BR,1714949538
506,albufeira,37.0882,-8.2503,63.01,87,100,7.99,PT,1714949612
507,formosa do rio preto,-11.0483,-45.1931,75.15,50,0,2.35,BR,1714949612
508,polyarnyy,69.1989,33.4478,29.48,92,100,19.15,RU,1714949613
509,oromocto,45.8351,-66.4792,53.53,66,75,16.11,CA,1714949613
510,jieshi,22.8134,115.8257,76.42,91,54,6.33,CN,1714949613
511,imbituba,-28.24,-48.6703,76.86,93,0,7.54,BR,1714949478
512,malvan,16.0667,73.4667,81.23,82,0,11.03,IN,1714949613
513,east london,-33.0153,27.9116,67.87,50,4,6.17,ZA,1714949613
514,alofi,-19.0595,-169.9187,76.89,94,99,6.91,NU,1714949613
515,mar del plata,-38.0023,-57.5575,60.1,97,100,11.5,AR,1714949488
516,lakatoro,-16.0999,167.4164,82.42,72,76,15.03,VU,1714949614
517,port douglas,-16.4833,145.4667,76.69,77,99,8.23,AU,1714949614
518,kirakira,-10.4544,161.9205,84.29,81,98,5.61,SB,1714949614
519,saldanha,-33.0117,17.9442,55.45,91,26,12.77,ZA,1714949614
520,merizo village,13.2658,144.6691,84.97,80,99,13.09,GU,1714949614
521,yoro,15.1333,-87.1333,92.21,34,12,8.93,HN,1714949614
522,villanueva de cordoba,38.3228,-4.6287,53.73,93,100,2.73,ES,1714949614
523,dedza,-14.3779,34.3332,56.7,80,22,1.54,MW,1714949615
524,port augusta,-32.5,137.7667,59.86,53,0,5.55,AU,1714949615
525,bahia de caraquez,-0.6,-80.4167,82.58,84,100,6.87,EC,1714949615
526,san vicente tancuayalab,21.7333,-98.5667,96.76,48,66,21.34,MX,1714949615
527,uvinza,-5.1036,30.3911,64.94,96,89,4.12,TZ,1714949615
528,mount isa,-20.7333,139.5,67.77,40,83,6.91,AU,1714949615
529,codrington,-38.2667,141.9667,56.37,74,7,10.63,AU,1714949615
530,nemuro,43.3236,145.575,44.98,94,100,2.33,JP,1714949616
531,cayeli,41.0923,40.7292,52.83,89,100,7.38,TR,1714949616
532,gaigeturi,33.4644,126.3183,62.65,82,20,5.75,KR,1714949616
533,kamiiso,41.8167,140.65,55.78,82,75,3.44,JP,1714949616
534,mombetsu,44.3525,143.3525,43.02,95,100,1.45,JP,1714949616
535,lianzhou,24.7811,112.3825,67.01,93,75,0.69,CN,1714949616
536,campo gallo,-26.5833,-62.85,71.65,85,100,4.25,AR,1714949616
537,vikhorevka,56.1201,101.1636,51.39,71,99,5.44,RU,1714949616
538,egilsstadir,65.2653,-14.3948,40.91,93,75,2.3,IS,1714949617
539,kaka,37.3482,59.6143,66.25,56,3,6.6,TM,1714949617
540,port-cartier,50.0334,-66.8654,44.82,80,100,5.55,CA,1714949553
541,shizunai-furukawacho,42.3339,142.3669,55.17,70,100,9.42,JP,1714949346
542,lata,40.1629,-8.3327,57.92,99,58,2.57,PT,1714949617
543,isangel,-19.55,169.2667,78.91,78,75,2.3,VU,1714949568
544,bhinmal,25.0,72.25,79.34,67,0,8.95,IN,1714949617
545,ishigaki,24.3448,124.1572,80.73,94,75,12.66,JP,1714949617
546,gaitania,3.0906,-75.6723,62.8,98,100,2.3,CO,1714949617
547,wynyard,-41.0,145.7167,53.22,72,51,4.34,AU,1714949618
548,waddan,29.1614,16.139,68.29,32,21,9.95,LY,1714949618
549,rethymno,35.3647,24.4714,60.42,73,73,8.55,GR,1714949618
550,chernyshevskiy,63.0128,112.4714,28.26,92,65,3.29,RU,1714949618
551,road town,18.4167,-64.6167,96.89,83,20,8.05,VG,1714949550
552,nogliki,51.8333,143.1667,34.34,75,73,11.99,RU,1714949618
553,enshi,30.3,109.4833,62.53,87,100,0.98,CN,1714949618
554,ad dilam,23.9915,47.1627,84.61,45,25,10.25,SA,1714949618
555,savoy,45.5,6.4167,49.73,45,100,4.9,FR,1714949619
556,shurugwi,-19.6702,30.0059,53.29,62,4,2.89,ZW,1714949619
557,santana,-0.0583,-51.1817,82.58,89,20,5.75,BR,1714949619
558,bom jesus da lapa,-13.255,-43.4181,79.63,55,16,7.18,BR,1714949536
559,namibe,-15.1961,12.1522,73.18,74,1,5.5,AO,1714949619
560,machina,13.1364,10.0492,88.61,16,10,6.58,NG,1714949619
561,charters towers,-20.1,146.2667,75.22,64,80,7.2,AU,1714949460
562,moussoro,13.6408,16.4901,90.79,11,13,8.99,TD,1714949619
563,kapa'a,22.0752,-159.319,82.38,74,75,18.41,US,1714949620
564,tefe,-3.3542,-64.7114,84.31,84,20,3.44,BR,1714949620
565,midvagur,62.0511,-7.1939,47.23,100,100,1.14,FO,1714949620
566,kenora,49.8167,-94.4337,61.77,36,75,16.11,CA,1714949554
567,tshela,-4.9833,12.9333,73.74,99,49,0.92,CD,1714949620
568,schollnach,48.75,13.1833,56.16,87,83,2.55,DE,1714949620
569,nizhnesortymskiy,62.4397,71.7603,18.5,91,73,15.82,RU,1714949620
570,joshimath,30.5667,79.5667,50.32,49,0,10.45,IN,1714949621
571,woolgoolga,-30.1106,153.2007,66.07,80,5,15.14,AU,1714949621
572,happy valley-goose bay,53.3168,-60.3315,66.51,37,20,11.5,CA,1714949621
573,mount gambier,-37.8333,140.7667,54.64,78,1,7.76,AU,1714949621
574,pangoa,-12.1167,-73.0,75.85,86,38,1.92,PE,1714949621
575,bodo,67.28,14.405,42.84,66,0,19.57,NO,1714949621
576,kupang,-10.1667,123.5833,81.18,83,100,8.05,ID,1714949622
577,manismata,-2.4667,111.0333,74.93,96,34,2.19,ID,1714949622
578,hilo,19.7297,-155.09,79.29,84,75,11.5,US,1714949425
579,al fulah,11.7329,28.3579,84.97,13,25,8.37,SD,1714949622
580,lagunas,-5.2269,-75.6753,79.81,86,96,2.98,PE,1714949622
581,malmberget,67.1753,20.6549,30.76,55,100,5.75,SE,1714949622
582,richards bay,-28.783,32.0377,67.95,93,0,4.81,ZA,1714949622
583,kuanda,56.3161,116.0806,51.69,57,9,2.53,RU,1714949622
584,gniew,53.836,18.8231,57.63,94,100,9.62,PL,1714949623
585,abaete,-19.16,-45.4458,71.65,61,0,5.37,BR,1714949396
586,lubang,13.8584,120.124,83.86,76,75,14.81,PH,1714949623
587,pico truncado,-46.7949,-67.9573,38.7,41,35,7.58,AR,1714949623
588,newport,51.5877,-2.9984,53.71,90,22,4.36,GB,1714949443
589,colonia menno,-22.3667,-59.8167,83.46,38,0,10.94,PY,1714949623
590,sebnitz,50.9754,14.2758,54.01,91,61,2.13,DE,1714949623
591,sabzevar,36.2126,57.6819,67.6,37,16,5.79,IR,1714949623
592,znamenskoye,57.1281,73.8282,30.49,80,59,9.35,RU,1714949624
593,likiep,9.8251,169.3107,82.63,78,97,17.52,MH,1714949624
594,sungurlu,40.1675,34.3739,40.51,75,1,5.57,TR,1714949624
595,collegedale,35.0531,-85.0502,82.92,68,75,0.0,US,1714949624
596,malpica,43.3228,-8.8105,54.34,75,27,3.6,ES,1714949624
597,pudozh,61.8099,36.5345,28.94,78,33,5.01,RU,1714949624
598,stjordalshalsen,63.4681,10.9262,53.6,54,0,9.22,NO,1714949624
599,chibougamau,49.9168,-74.3659,49.62,93,100,3.44,CA,1714949624
600,gadzhiyevo,69.2551,33.3362,29.66,92,100,18.88,RU,1714949625
601,mcalester,34.9334,-95.7697,64.49,88,100,5.75,US,1714949625
602,hassi messaoud,31.6804,6.0729,76.86,19,0,4.61,DZ,1714949625
603,san francisco de macoris,19.2952,-70.2554,83.08,91,92,4.65,DO,1714949625
604,poso,-1.3959,120.7524,77.7,92,97,3.13,ID,1714949625
605,argungu,12.7433,4.5269,98.17,20,29,4.97,NG,1714949625
